timestamp,value1,value2,value3
0.0,1.0,1.0,3.7
0.1589975565765389,1.0019822179313989,1.025997078788899,3.6925094486947394
0.5176764462926136,1.0109133007570843,1.0741655344154206,3.673258226412548
0.9829082432674936,1.028221166021971,1.1082929532753834,3.6442861932448207
1.5745860781918666,1.0511029617223195,1.106848821066776,3.603852781429858
2.3886209664747953,1.0710865983592575,1.0565677842848118,3.5486337175119793
3.238740787264289,1.072638191749325,0.9915091304486395,3.497801837237578
4.292520158635664,1.054649274803896,0.9411621264752624,3.446517955094303
5.506053842488835,1.0311215017398458,0.9562027342082358,3.3952258766502585
6.839838648089201,1.0283540615689157,1.0144719429838187,3.3325600311556953
8.184097396125097,1.0413338864550234,1.0266408984435937,3.2596668257775057
9.671724276076358,1.0452128406097594,0.9950656618573569,3.1799478062296305
11.21177653508295,1.0355968280184862,0.9798754722126154,3.1050009749999066
12.937853080432737,1.0293208635654678,0.9978942737911076,3.022519442827329
14.990433097624969,1.0325689672234781,1.0034837596408435,2.9194199196350232
16.81611017651212,1.0302472597110959,0.9924418061529076,2.8291737109308346
19.00460545536845,1.0245069721415243,0.9950705864957642,2.7244065891153197
21.32093583291169,1.0230417764154924,0.9984507421893589,2.6127289833122784
23.715588960798954,1.019485275042651,0.9941538940108148,2.498633617117927
26.481590906779775,1.0145877645066852,0.9962588581801332,2.3693831002333106
29.52455462804238,1.0102814873275279,0.9946578743136919,2.228523032118725
32.62541947211833,1.0040743226424849,0.9948738627574562,2.0883400155350227
35.92637258303582,0.9981760278064238,0.9940228839617333,1.9417094518435751
39.48018393109318,0.9898216746208115,0.9934817112086894,1.788475188000435
43.09403566832045,0.9814193476771919,0.992383347441084,1.6371079724403423
47.104111103508274,0.9692096845051916,0.9911371581037572,1.4764307220249515
51.04389258672533,0.9562420534091159,0.9892050461415894,1.326330019357114
55.65234021522197,0.9355486518768379,0.985858421319809,1.1642429970840766
60.03867511459777,0.9111724784533004,0.9817235834488042,1.0264382263433
65.82235240461303,0.8641400848409738,0.972133798828361,0.8796947819600648
70.90012398077735,0.8091840993675956,0.9674615082307679,0.7946217749127856
76.707854580365,0.7496279556241404,0.9767839898381998,0.7469550178537391
82.49756492747987,0.722914910465367,0.9944691126696429,0.7269548806129047
88.59878124321128,0.7159583693927595,0.9959353674065974,0.7114805685715898
95.13554242773156,0.7041227509504622,0.9957442970872938,0.7051023951766723
101.79890755244573,0.7020409366801237,1.0013094573131456,0.7039511154017365
108.78115540021093,0.7024281170680029,0.998352520516288,0.7007037564140917
116.07812200051266,0.6989599384982507,1.0001805408850009,0.7014445417135184
123.86423609152251,0.7015088559983392,1.0001654967001878,0.7005332205636066
131.79505058462686,0.6989892329461981,0.9993533982378877,0.7005755607696554
139.87016710788177,0.700798153089969,1.0008875418500447,0.7008058140924333
148.1445244428948,0.6994572923492871,0.9989081836886259,0.7002009657797876
150.0,0.698987215676309,0.9995446824658566,0.7005816729788596
